"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"AGC","Advent Claymore Convertible Securities and Income Fund II","7.29","235034848.8","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/agc",
"LCM","Advent/Claymore Enhanced Growth & Income Fund","10.1","137390552.5","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/lcm",
"ACM","Aecom Technology Corporation","37.3","3710592250.5","n/a","2007","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acm",
"ANW","Aegean Marine Petroleum Network Inc.","10","472720200","n/a","2006","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/anw",
"AEB","Aegon NV","24.08","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeb",
"AED","Aegon NV","25.47","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aed",
"AEG","Aegon NV","7.84","19511090409.44","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeg",
"AEH","Aegon NV","25.77","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeh",
"AEK","Aegon NV","28.49","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aek",
"AER","Aercap Holdings N.V.","49.26","10457209394.46","n/a","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aer",
"ARX","Aeroflex Holding Corp.","10.76","916912280.96","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/arx",
"HIVE","Aerohive Networks, Inc.","8.39","383523218.55","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/hive",
"ARO","Aeropostale Inc","3.87","304338251.25","n/a","2002","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aro",
"AET","Aetna Inc.","79.12","28055952000","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aet",
"AFM","Affiliated Managers Group, Inc.","25.66","0","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/afm",
"AMG","Affiliated Managers Group, Inc.","200.02","11111655054.4","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amg",
"MGR","Affiliated Managers Group, Inc.","25.96","0","n/a","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/mgr",
"AFL","Aflac Incorporated","60.87","27576902228.64","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afl",
"AFSD","Aflac Incorporated","24.78","0","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afsd",
"MITT","AG Mortgage Investment Trust, Inc.","19.07","541289497.29","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/mitt",
"MITT^A","AG Mortgage Investment Trust, Inc.","24.99","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^a",
"MITT^B","AG Mortgage Investment Trust, Inc.","24.69","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^b",
"AGCO","AGCO Corporation","48.92","4588469011.2","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/agco",
"A","Agilent Technologies, Inc.","58.56","19515758772.48","n/a","1999","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/a",
"GAS","AGL Resources, Inc.","52.33","6252311945.87","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/gas",
"AEM","Agnico Eagle Mines Limited","39.26","8228072639.28","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aem",
"ADC","Agree Realty Corporation","30.27","452845798.86","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/adc",
"GRO","Agria Corporation","1.25","69229125","n/a","2007","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/gro",
"AGU","Agrium Inc.","93.02","13367923641.18","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/agu",
"AL","Air Lease Corporation","37.84","3874211051.92","n/a","2011","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/al",
"APD","Air Products and Chemicals, Inc.","134.38","28625052856.74","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/apd",
"AYR","Aircastle Limited","19.24","1558582145.12","n/a","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/ayr",
"ARG","Airgas, Inc.","110.17","8211071346.23","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/arg",
"AKS","AK Steel Holding Corporation","10.4","1422702340.8","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/aks",
"ALP^N","Alabama Power Company","25.06","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/alp^n",
"ALP^O","Alabama Power Company","27.5","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/alp^o",
"ALP^P","Alabama Power Company","25.43","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alp^p",
"ALG","Alamo Group, Inc.","49.24","598186378.92","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/alg",
"AGI","Alamos Gold Inc","9.4","1197160368.4","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/agi",
"ALK","Alaska Air Group, Inc.","46.8","6312499362","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/alk",
"AIN","Albany International Corporation","37.68","1198224000","n/a","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","61.97","4848604437.32","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alb",
"ALU","Alcatel Lucent","3.27","9214349500.68","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alu",
"AA","Alcoa Inc.","16.43","19326979956.54","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/aa",
"ALR","Alere Inc.","35.01","2908857664.8","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/alr",
"ALR^B","Alere Inc.","312.4601","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alr^b",
"ALEX","Alexander & Baldwin Holdings, Inc.","40.67","1982490465.9","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/alex",
"ALX","Alexander&#39;s, Inc.","395.33","2018632464.68","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/alx",
"ARE","Alexandria Real Estate Equities, Inc.","79.75","5722017281.75","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/are",
"ARE^E","Alexandria Real Estate Equities, Inc.","25.17","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/are^e",
"Y","Alleghany Corporation","424.37","6948062753.61","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","41.68","4531499616","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ati",
"ALLE","Allegion plc","52.61","5054864497.59","n/a","2013","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/alle",
"AGN","Allergan, Inc.","161.82","48090283972.38","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agn",
"ALE","Allete, Inc.","48.25","2056677480","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale",
"AKP","Alliance California Municipal Income Fund Inc","13.25","113334352","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/akp",
"ADS","Alliance Data Systems Corporation","265.29","14731105359.9","n/a","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ads",
"AFB","Alliance National Municipal Income Fund Inc","13.59","390534851.52","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/afb",
"AYN","Alliance New York Municipal Income Fund Inc","12.7","61420514.7","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/ayn",
"AOI","Alliance One International, Inc.","2.26","217337465.2","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/aoi",
"AWF","Alliance World Dollar Government Fund II","14.07","1211042804.58","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/awf",
"ACG","ALLIANCEBERNSTEIN INCOME FUND INC","7.56","1836412429.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acg",
"AB","Allianceberstein Holding L.P.","26.2","2536464627.4","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ab",
"LNT","Alliant Energy Corporation","57.43","6371036102.4","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/lnt",
"ATK","Alliant Techsystems Inc.","132.32","4225490736.96","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/atk",
"NCV","AllianzGI Convertible & Income Fund","10","767550230","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncv",
"NCZ","AllianzGI Convertible & Income Fund II","9.44","695087297.76","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncz",
"NIE","AllianzGI Equity & Convertible Income Fund","20.32","563046168.8","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/nie",
"NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","18.75","1772331093.75","n/a","2005","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nfj",
"AWH","Allied World Assurance Company Holdings, AG","36.42","3526319627.46","n/a","2006","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/awh",
"ALSN","Allison Transmission Holdings, Inc.","30.58","5403076656.12","n/a","2012","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alsn",
"ALL","Allstate Corporation (The)","61.09","26476418767.81","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/all",
"ALL^A","Allstate Corporation (The)","25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^a",
"ALL^B","Allstate Corporation (The)","25.35","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^b",
"ALL^C","Allstate Corporation (The)","26.49","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^c",
"ALL^D","Allstate Corporation (The)","26.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^d",
"ALL^E","Allstate Corporation (The)","26.01","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^e",
"ALL^F","Allstate Corporation (The)","25.7336","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^f",
"ALLY","Ally Financial Inc.","24.64","11821702544.96","n/a","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ally",
"ALLY^A","Ally Financial Inc.","26.8","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^a",
"ALLY^B","Ally Financial Inc.","27.32","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^b",
"BSI","Alon Blue Square Israel Ltd.","2.9204","192613308.6108","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/bsi",
"ALJ","Alon USA Energy, Inc.","16.38","1136283417.36","n/a","2005","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/alj",
"ALDW","Alon USA Partners, LP","19.13","1195750301.5","n/a","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/aldw",
"ANR","Alpha Natural Resources, inc.","4.01","888014143.11","n/a","2005","Energy","Coal Mining","http://www.nasdaq.com/symbol/anr",
"AGD","Alpine Global Dynamic Dividend Fund","10.35","130441898.7","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/agd",
"AWP","Alpine Global Premier Properties Fund","7.33","630061650.77","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/awp",
"AOD","Alpine Total Dynamic Dividend Fund","8.86","963461491.52","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/aod",
"RESI","Altisource Residential Corporation","24.08","1376462669.68","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/resi",
"MO","Altria Group","42.7","84693263888.1","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/mo",
"ACH","Aluminum Corporation of China Limited","11.36","6145527290.4","n/a","2001","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/ach",
"AMBR","Amber Road, Inc.","12.82","323453676.72","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ambr",
"ABEV","Ambev S.A.","7.19","112669582709.96","n/a","2013","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/abev",
"AMC","AMC Entertainment Holdings, Inc.","23.56","2294513135.56","n/a","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/amc",
"AEE","Ameren Corporation","39.47","9576795477.06","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc.","8.37","387882104.76","n/a","2010","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/amrc",
"AMX","America Movil, S.A.B. de C.V.","23.64","83301450000","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amx",
"AAT","American Assets Trust, Inc.","35.32","1505173490.92","n/a","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aat",
"AXL","American Axle & Manufacturing Holdings, Inc.","18.33","1388628357.87","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/axl",
"ACC","American Campus Communities Inc","39.14","4107038323.44","n/a","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acc",
"AEO","American Eagle Outfitters, Inc.","11.59","2253233109.7","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aeo",
"AEP","American Electric Power Company, Inc.","52.2","25508593940.4","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aep",
"AEL","American Equity Investment Life Holding Company","23.5","1757769779","n/a","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/ael",
"AXP","American Express Company","88.12","92223516203.8","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/axp",
"AFA","American Financial Group, Inc.","25.1333","0","n/a","2012","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afa",
"AFG","American Financial Group, Inc.","58.52","5220974860.64","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afg",
"AFQ","American Financial Group, Inc.","26.28","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afq",
"AFW","American Financial Group, Inc.","26.29","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afw",
"AMH","American Homes 4 Rent","17.72","3420951788.4","n/a","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh",
"AMH^A","American Homes 4 Rent","24.25","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh^a",
"AMH^B","American Homes 4 Rent","24.15","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^b",
"AMH^C","American Homes 4 Rent","24.6","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^c",
"MRF","American Income Fund, Inc.","7.72","73063238","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mrf",
"AIG","American International Group, Inc.","54.62","77936398344.9","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/aig",
"AIG/WS","American International Group, Inc.","25.796","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aig/ws",
"AMID","American Midstream Partners, LP","29.74","331409266.22","n/a","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amid",
"XAA","American Municipal Income Portfolio","14.445","83149276.815","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/xaa",
"ARL","American Realty Investors, Inc.","5.94","83324056.86","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/arl",
"ARPI","American Residential Properties, Inc.","18.69","601671208.74","n/a","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arpi",
"SLA","American Select Portfolio, Inc.","10.6499","45063252.0169","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sla",
"AWR","American States Water Company","31.45","1217418712.65","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awr",
"ASP","American Strategic Income Portfolio","10.35","43794275.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asp",
"BSP","American Strategic Income Portfolio II","8.74","17579356.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bsp",
"CSP","American Strategic Income Portfolio III","7.3116","116881343.8956","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/csp",
"AMT","American Tower Corporation (REIT)","99.06","39242049107.82","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amt",
"AMT^A","American Tower Corporation (REIT)","113.8599","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amt^a",
"AVD","American Vanguard Corporation","13.48","392010141.08","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/avd",
"AWK","American Water Works","49.86","8932364901.9","n/a","2008","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awk",
"APU","AmeriGas Partners, L.P.","45.2","4197579179.2","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/apu",
"AMP","AMERIPRISE FINANCIAL SERVICES, INC.","121.91","22821623073.53","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amp",
"ABC","AmerisourceBergen Corporation (Holding Co)","76.93","17261679949.85","n/a","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/abc",
"ANFI","Amira Nature Foods Ltd","14.86","436832465.52","n/a","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/anfi",
"AHS","AMN Healthcare Services Inc","14.59","678450786.38","n/a","2001","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ahs",
"AP","Ampco-Pittsburgh Corporation","20.45","213163928.8","n/a","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/ap",
"APH","Amphenol Corporation","102.19","16026034429.02","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aph",
"AMRE","AmREIT, Inc.","23.62","464961684.08","n/a","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amre",
"AXR","AMREP Corporation","6.04","48660982.16","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/axr",
"AME","AMTEK, Inc.","52.69","12950320074.78","n/a","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/ame",
"AFSI^A","AmTrust Financial Services, Inc.","24.377","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^a",
"AFSI^B","AmTrust Financial Services, Inc.","24.79","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^b",
"APC","Anadarko Petroleum Corporation","109.89","55600267366.71","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apc",
"AU","AngloGold Ashanti Limited","17.22","6957830905.62","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/au",
"BUD","Anheuser-Busch Inbev SA","111.14","178557524000","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/bud",
"AXE","Anixter International Inc.","87.15","2854961926.95","n/a","n/a","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/axe",
"ANN","ANN INC.","36.77","1721839968.08","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ann",
"NLY","Annaly Capital Management Inc","11.77","11152686098.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nly",
"NLY^A","Annaly Capital Management Inc","25.6312","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^a",
"NLY^C","Annaly Capital Management Inc","24.868","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^c",
"NLY^D","Annaly Capital Management Inc","24.6","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^d",
"BNNY","Annie&#39;s, Inc.","29.93","511665202.28","n/a","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bnny",
"AR","Antero Resources Corporation","57.07","14955174039.13","n/a","2013","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ar",
"ANH","Anworth Mortgage Asset  Corporation","5.17","628584089.32","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/anh",
"ANH^A","Anworth Mortgage Asset  Corporation","25.38","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^a",
"ANH^B","Anworth Mortgage Asset  Corporation","23.6","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^b",
"AOL","AOL Inc.","43.77","3443331887.82","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/aol",
"AON","Aon plc","86.02","24984737727.18","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/aon",
"APA","Apache Corporation","99.27","37968098482.26","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apa",
"AIV","Apartment Investment and Management Company","33.89","4954328129.44","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aiv",
"AIV^A","Apartment Investment and Management Company","25.64","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv^a",
